ID,Binomial,Order,Family,Genus,RedList,ReproductiveMode,BodySize,TrophicGroup,HabitatMode,HabitatsIUCN,Continent,EOO,Latitude,ElevMin,Prec,PrecSeas,Temp,TempSeas,HPD,HPDMin,HumanFootprint,Accessibility,Afrotropical,Australasia,Indo_malayan,Nearctic,Neotropical,Oceania,Palearctic
439,Dinarolacerta_mosorensis,SQUAMATA,LACERTIDAE,Dinarolacerta,VU,Oviparous,80,Invertebrates,Terrestrial,8,Continent,16691.7,43.07,3,1220.17,26.55,9.72,6340.22,72.27,4.75,37.33,200.28,0,0,0,0,0,0,1
440,Diplodactylus_granariensis,SQUAMATA,GEKKONIDAE,Diplodactylus,LC,Oviparous,72,Invertebrates,Terrestrial,5,Continent,94749.2,-30.16,144,201.28,21.74,18.59,4909.11,0.18,0,3.75,1584.85,0,1,0,0,0,0,0
441,Diplodactylus_ornatus,SQUAMATA,GEKKONIDAE,Diplodactylus,LC,Oviparous,58,Invertebrates,Terrestrial,2,Continent,88309.5,-24.89,-2,231.12,76.16,23.11,5050.18,0.2,0.01,8.4,806.82,0,1,0,0,0,0,0
442,Diploglossus_lessonae,SQUAMATA,ANGUIDAE,Diploglossus,LC,Oviparous,162,Invertebrates,Semi-fossorial,1,Continent,145458,-7.26,8,725.27,85.55,24.08,1284.88,51.2,1.79,28.94,107.98,0,0,0,0,1,0,0
443,Diplolaemus_darwinii,SQUAMATA,LEIOSAURIDAE,Diplolaemus,LC,NA,120,Invertebrates,Terrestrial,1,Continent,78446.8,-50.54,-91,388.12,21.36,7.68,3726.92,1.74,0.11,14.52,359.39,0,0,0,0,1,0,0
444,Diporiphora_albilabris,SQUAMATA,AGAMIDAE,Diporiphora,LC,Oviparous,59,Invertebrates,Semi-saxicolous,3,Continent,17611.2,-15.15,6,974.44,112.81,26.89,2783.83,0.16,0.07,5.64,973.03,0,1,0,0,0,0,0
445,Diporiphora_convergens,SQUAMATA,AGAMIDAE,Diporiphora,DD,Oviparous,34,Invertebrates,Terrestrial,1,Continent,81.68,-14.56,104,1320,116.25,27.2,2074.25,0.09,0.09,14.4,1102.4,0,1,0,0,0,0,0
446,Diporiphora_lalliae,SQUAMATA,AGAMIDAE,Diporiphora,LC,Oviparous,76,Invertebrates,Semi-saxicolous,4,Continent,1044170,-20.26,36,397.17,88.82,25.07,5007.93,0.06,0.01,1.57,1528.49,0,1,0,0,0,0,0
447,Diporiphora_linga,SQUAMATA,AGAMIDAE,Diporiphora,LC,Oviparous,61,Invertebrates,Saxicolous,4,Continent,54144.4,-30.72,43,204.93,22.12,18.3,4350.86,0.01,0.01,4.99,1140.21,0,1,0,0,0,0,0
448,Dipsas_catesbyi,SQUAMATA,COLUBRIDAE,Dipsas,LC,Oviparous,640,Invertebrates,Arboreal,2,Continent,5909740,-5.46,-1,2194.98,52.61,25.85,532.15,3.37,0.02,8.4,1743.51,0,0,0,0,1,0,0
449,Dipsas_chaparensis,SQUAMATA,COLUBRIDAE,Dipsas,LC,Oviparous,800,Invertebrates,Arboreal,2,Continent,83099.6,-16.94,215,1368.23,68.43,18.87,1656.14,19.54,0.66,19.7,924.11,0,0,0,0,1,0,0
450,Dipsas_nicholsi,SQUAMATA,COLUBRIDAE,Dipsas,LC,Oviparous,646,Invertebrates,Terrestrial,1,Continent,2286.04,8.46,68,3028.78,59.94,24.25,590.6,77.17,1.57,28.77,509.31,0,0,0,0,1,0,0
451,Dipsas_pavonina,SQUAMATA,COLUBRIDAE,Dipsas,LC,Oviparous,570,Invertebrates,Terrestrial,3,Continent,5553710,-3.03,1,2325.46,47.2,25.87,562.95,2.69,0,7.21,2029.66,0,0,0,0,1,0,0
452,Dipsas_sanctijoannis,SQUAMATA,COLUBRIDAE,Dipsas,DD,Oviparous,460,Invertebrates,Terrestrial,1,Continent,35270.4,3.09,395,1897.87,33.96,16.37,257.87,80.43,4.08,29.98,368.58,0,0,0,0,1,0,0
453,Dipsas_viguieri,SQUAMATA,COLUBRIDAE,Dipsas,LC,Oviparous,523.4,Invertebrates,Terrestrial,1,Continent,5880.35,7.95,26,2739.03,54.79,24.48,481.54,17.8,1.57,12.79,821.34,0,0,0,0,1,0,0
454,Dixonius_vietnamensis,SQUAMATA,GEKKONIDAE,Dixonius,LC,Oviparous,46.5,Invertebrates,Saxicolous,3,Continent,103522,12.83,5,1981.76,81.11,24.72,1422.62,66.7,0.15,24.75,431.37,0,0,1,0,0,0,0
455,Draco_bimaculatus,SQUAMATA,AGAMIDAE,Draco,LC,Oviparous,71,Invertebrates,Arboreal,2,Island,32810.9,8.43,20,2924,30.87,23.67,510.73,110.75,13.29,25.98,629.28,0,0,1,0,0,0,0
456,Draco_cornutus,SQUAMATA,AGAMIDAE,Draco,DD,Oviparous,92,Invertebrates,Arboreal,1,Island,759912,0.62,0,3014.8,23.15,25.5,291.69,54.64,0,16.18,1644.48,0,0,1,0,0,0,0
457,Draco_haematopogon,SQUAMATA,AGAMIDAE,Draco,LC,Oviparous,95,Invertebrates,Arboreal,2,Island,698531,-0.58,-2,2833.74,31.94,25.07,346.47,254.02,0,24.92,1041.16,0,0,1,0,0,0,0
458,Draco_jareckii,SQUAMATA,AGAMIDAE,Draco,LC,Oviparous,90,Invertebrates,Arboreal,2,Island,72.62,20.41,72,2971.75,41.75,24.88,2130,177.2,102.38,NA,448.75,0,0,1,0,0,0,0
459,Draco_lineatus,SQUAMATA,AGAMIDAE,Draco,LC,Oviparous,82,Invertebrates,Arboreal,1,Island,15990.5,-3.38,-1,2154.83,36.23,24.42,719.24,41.74,0,17.59,425.41,0,1,1,0,0,0,0
460,Draco_maculatus,SQUAMATA,AGAMIDAE,Draco,LC,Oviparous,87,Invertebrates,Arboreal,6,Continent,2571130,19.37,-6,1801,84.02,23.21,2968.05,134.82,0.13,27.39,353.2,0,0,1,0,0,0,0
461,Draco_reticulatus,SQUAMATA,AGAMIDAE,Draco,LC,Oviparous,91,Invertebrates,Arboreal,2,Island,23326.4,11.27,1,2781.61,35.08,26.25,729.55,195.04,13.29,34.37,314.79,0,0,1,0,0,0,0
462,Draco_taeniopterus,SQUAMATA,AGAMIDAE,Draco,LC,Oviparous,80,Invertebrates,Arboreal,2,Continent,400005,13.96,-4,1795.96,78.04,26.32,1542.02,120.77,0.22,31.33,373.44,0,0,1,0,0,0,0
463,Drymarchon_caudomaculatus,SQUAMATA,COLUBRIDAE,Drymarchon,LC,Oviparous,1452,Carnivorous,Terrestrial,2,Continent,5505.27,11.06,32,727.07,54.91,25.06,945.75,28.4,4.85,26.83,231.31,0,0,0,0,1,0,0
464,Drymobius_melanotropis,SQUAMATA,COLUBRIDAE,Drymobius,LC,Oviparous,1068.1,Carnivorous,Terrestrial,1,Continent,80163.3,13.29,0,2992.89,50.6,25.52,890.47,11.86,0.22,23.3,611.28,0,0,0,0,1,0,0
465,Drymobius_rhombifer,SQUAMATA,COLUBRIDAE,Drymobius,LC,Oviparous,907,Carnivorous,Terrestrial,2,Continent,5719760,-0.54,-3,2309.89,48.02,26.04,540.6,9.46,0,9.52,1891.88,0,0,0,0,1,0,0
466,Dryocalamus_gracilis,SQUAMATA,COLUBRIDAE,Dryocalamus,DD,Oviparous,620,Carnivorous,Terrestrial,4,Continent,3737.41,12.11,3,1699.2,78.41,22.16,1610.15,349.03,96.06,32.85,261.12,0,0,1,0,0,0,0
467,Dryophiops_rubescens,SQUAMATA,COLUBRIDAE,Dryophiops,LC,Viviparous,985.9,Carnivorous,Terrestrial,3,Island,920489,0.42,-12,2680.63,33.96,25.48,390.42,225.85,0,26.64,678.06,0,0,1,0,0,0,0
468,Drysdalia_mastersii,SQUAMATA,ELAPIDAE,Drysdalia,LC,Viviparous,253,Carnivorous,Terrestrial,3,Continent,121717,-33.59,1,369.68,36,16.46,3857.83,0.48,0.01,14.13,700.14,0,1,0,0,0,0,0
469,Drysdalia_rhodogaster,SQUAMATA,ELAPIDAE,Drysdalia,LC,Viviparous,363,Carnivorous,Terrestrial,4,Continent,115999,-34.63,2,909.19,19.83,13.08,4658.66,41.77,0.22,20.63,252.29,0,1,0,0,0,0,0
470,Duberria_lutrix,SQUAMATA,COLUBRIDAE,Duberria,LC,Ovoviviparous,400,Invertebrates,Terrestrial,3,Continent,1475840,-8.28,1,941.89,72.13,18.54,2065.11,92.41,0,27.69,404.76,1,0,0,0,0,0,0
471,Duberria_variegata,SQUAMATA,COLUBRIDAE,Duberria,LC,Ovoviviparous,267,Carnivorous,Terrestrial,6,Continent,28498.4,-25.71,1,798.98,56.76,22.63,2556.08,129.5,0,30.03,227.59,1,0,0,0,0,0,0
472,Ebenavia_inunguis,SQUAMATA,GEKKONIDAE,Ebenavia,LC,Oviparous,42,Invertebrates,Terrestrial,4,Island,78532.6,-20.35,1,2178.85,60.04,22.19,2303.48,46.04,3.82,26.05,349.75,1,0,0,0,0,0,0
473,Echinanthera_undulata,SQUAMATA,COLUBRIDAE,Echinanthera,LC,Oviparous,465,Carnivorous,Terrestrial,3,Continent,270118,-23.89,0,1489.97,50.33,19.01,2501.7,209.93,1.84,35.39,123.72,0,0,0,0,1,0,0
474,Echiopsis_curta,SQUAMATA,ELAPIDAE,Echiopsis,NT,Viviparous,571,Carnivorous,Terrestrial,1,Continent,426314,-33.07,-2,442.07,43.85,16.78,4412.44,4.69,0.01,17.05,426.53,0,1,0,0,0,0,0
475,Echis_hughesi,SQUAMATA,VIPERIDAE,Echis,DD,NA,210,Carnivorous,Terrestrial,1,Continent,450.42,10.41,355,58.29,113.24,27.99,3124.57,2.35,2.35,8.02,782.6,1,0,0,0,0,0,0
476,Echis_megalocephalus,SQUAMATA,VIPERIDAE,Echis,DD,NA,630,Carnivorous,Terrestrial,1,Island,6.36,15.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
477,Echis_pyramidum,SQUAMATA,VIPERIDAE,Echis,LC,Oviparous,690,Carnivorous,Terrestrial,14,Continent,2489800,8.8,-165,447.82,102.15,26.16,1787.35,18.59,0,18.43,593.95,0,0,0,0,0,0,1
478,Egernia_kingii,SQUAMATA,SCINCIDAE,Egernia,LC,Viviparous,244,Omnivorous,Terrestrial,2,Continent,271562,-32.33,-2,492.81,54.91,16.93,4467.2,6.84,0.02,18.08,346.57,0,1,0,0,0,0,0
479,Egernia_rugosa,SQUAMATA,SCINCIDAE,Egernia,LC,Viviparous,223,Invertebrates,Terrestrial,2,Continent,919616,-22.79,2,701.42,68.4,22.07,4498.45,1.1,0.01,7.35,484.09,0,1,0,0,0,0,0
480,Eirenis_collaris,SQUAMATA,COLUBRIDAE,Eirenis,LC,Oviparous,279,Carnivorous,Terrestrial,12,Continent,346946,35.25,-29,316.61,70.97,15.09,8608.77,85.32,1.76,28.58,287.56,0,0,0,0,0,0,1
481,Eirenis_eiselti,SQUAMATA,COLUBRIDAE,Eirenis,LC,Oviparous,285,Carnivorous,Terrestrial,1,Continent,98270.5,37.48,1,597.99,69.57,14.87,8480.38,105.26,46.81,33.04,143.03,0,0,0,0,0,0,1
482,Eirenis_levantinus,SQUAMATA,COLUBRIDAE,Eirenis,LC,Oviparous,357,Carnivorous,Terrestrial,6,Continent,44807.4,35.85,0,796.17,79.14,16.3,6682.43,252.27,14.8,37.71,115.76,0,0,0,0,0,0,1
483,Eirenis_mcmahoni,SQUAMATA,COLUBRIDAE,Eirenis,LC,Oviparous,355.8,Carnivorous,Terrestrial,2,Continent,1231230,31.39,-26,152.4,84.28,19.15,7985.94,27.48,0,21.1,375.24,0,0,1,0,0,0,1
484,Eirenis_medus,SQUAMATA,COLUBRIDAE,Eirenis,LC,Oviparous,268,Carnivorous,Terrestrial,3,Continent,434707,36.27,-29,303.69,67.92,13.52,8648.51,90.52,0,29.14,232.08,0,0,0,0,0,0,1
485,Elachistodon_westermanni,SQUAMATA,COLUBRIDAE,Elachistodon,DD,Oviparous,670,Carnivorous,NA,5,Continent,1541260,24.22,1,1143.12,126.42,24.8,4847.34,437.82,3.79,37.09,173.29,0,0,1,0,0,0,0
486,Elapsoidea_chelazzii,SQUAMATA,ELAPIDAE,Elapsoidea,EN,Oviparous,406,Carnivorous,NA,1,Continent,384.47,2.15,80,504.78,79.78,27.29,925.78,51.72,51.72,34.84,69.58,1,0,0,0,0,0,0
487,Elapsoidea_nigra,SQUAMATA,ELAPIDAE,Elapsoidea,EN,Oviparous,406,Carnivorous,NA,2,Continent,2961.11,-5.12,157,1127.51,66.64,18.9,1742.79,89.1,1.49,25.32,293.05,1,0,0,0,0,0,0
488,Elasmodactylus_tetensis,SQUAMATA,GEKKONIDAE,Elasmodactylus,LC,Oviparous,100,Invertebrates,Arboreal,2,Continent,68317.8,-14.52,210,790.92,117.31,24.05,2522.63,13.52,0.56,21.29,455.89,1,0,0,0,0,0,0
489,Elasmodactylus_tuberculosus,SQUAMATA,GEKKONIDAE,Elasmodactylus,LC,Oviparous,79,Invertebrates,Arboreal,7,Continent,396349,-5.8,228,871.15,92.42,22.12,1244.99,32.62,7,23.91,355.44,1,0,0,0,0,0,0
490,Elgaria_velazquezi,SQUAMATA,ANGUIDAE,Elgaria,LC,Viviparous,124,Invertebrates,Arboreal,2,Continent,10487.8,26.25,7,205.91,94.91,20.41,4243.69,2.91,1.52,8.01,759.24,0,0,0,1,0,0,0
491,Elseya_novaeguineae,TESTUDINES,CHELIDAE,Elseya,LC,Oviparous,300,Carnivorous,Aquatic,1,Island,201796,-3.69,-3,3118.15,22.14,25.19,531.21,5.74,0.08,9.42,1934.73,0,1,0,0,0,0,0
492,Elusor_macrurus,TESTUDINES,CHELIDAE,Elusor,EN,Oviparous,378,Carnivorous,Aquatic,2,Continent,2231.27,-25.76,2,1189.24,45.06,21.07,3472.64,7.6,1.67,21.37,216.5,0,1,0,0,0,0,0
493,Emoia_adspersa,SQUAMATA,SCINCIDAE,Emoia,EN,Oviparous,93,Invertebrates,Terrestrial,2,Island,2970.86,-13.7,2,3759.8,42.75,24.74,414.71,61.06,22.44,24.4,4202.79,0,0,0,0,0,1,0
494,Emoia_aneityumensis,SQUAMATA,SCINCIDAE,Emoia,EN,Oviparous,95.5,Invertebrates,Terrestrial,4,Island,158.27,-20.18,73,2207.78,36.89,22.26,1873.89,24.6,24.6,28.22,783.21,0,1,0,0,0,0,0
495,Emoia_boettgeri,SQUAMATA,SCINCIDAE,Emoia,EN,NA,77,Invertebrates,Terrestrial,8,Island,781.65,6.96,2,4516.47,18.38,26.88,138.78,194.73,2.44,24.54,2789.23,0,1,0,0,0,0,0
496,Emoia_isolata,SQUAMATA,SCINCIDAE,Emoia,VU,Oviparous,60,Invertebrates,Terrestrial,2,Island,20.6,-11.29,34,2611,31,26.1,519,5.21,5.21,NA,591,0,1,0,0,0,0,0
497,Emoia_lawesi,SQUAMATA,SCINCIDAE,Emoia,EN,Oviparous,106,Invertebrates,Terrestrial,2,Island,4026.58,-15.16,4,3378.06,39.68,24.64,650.49,86.81,7.08,25.47,4185.09,0,0,0,0,0,1,0
498,Emoia_loveridgei,SQUAMATA,SCINCIDAE,Emoia,LC,Viviparous,46,Invertebrates,Terrestrial,2,Island,72384.3,-5.86,11,2920.97,25.86,18.31,489.55,25.42,0.36,21.46,1632.75,0,1,0,0,0,0,0
499,Emoia_nativitatis,SQUAMATA,SCINCIDAE,Emoia,CR,Viviparous,78,Invertebrates,Terrestrial,1,Island,137.17,-10.48,156,1941.17,58,25.3,560.83,9.51,9.51,54.33,716.2,0,0,1,0,0,0,0
500,Emoia_oribata,SQUAMATA,SCINCIDAE,Emoia,DD,Oviparous,77.1,Invertebrates,Terrestrial,2,Island,602.64,-4.02,2095,3576.77,6.6,9.62,938.1,5.93,3.16,9.91,2027.42,0,1,0,0,0,0,0
501,Emoia_submetallica,SQUAMATA,SCINCIDAE,Emoia,LC,Oviparous,64,Invertebrates,Terrestrial,2,Island,202694,-4.39,1,3033.85,21.4,23.51,407.98,8.16,0,12.15,2467.07,0,1,0,0,0,0,0
502,Emydura_victoriae,TESTUDINES,CHELIDAE,Emydura,LC,Oviparous,300,Carnivorous,Aquatic,2,Continent,493952,-16.4,2,799.78,112.26,27.03,3397.58,0.09,0.01,3.88,1056.31,0,1,0,0,0,0,0
503,Emys_orbicularis,TESTUDINES,EMYDIDAE,Emys,NT,Oviparous,266.7,Carnivorous,Aquatic,18,Continent,6568650,45.08,-38,615.97,34.2,9.73,7976.16,99.38,0,35.84,156.39,0,0,0,0,0,0,1
504,Emys_trinacris,TESTUDINES,EMYDIDAE,Emys,DD,Oviparous,266.7,Omnivorous,Semi-aquatic,1,Island,89.2,37.91,825,577.5,48.5,11.85,6116.75,25.4,12.42,32.5,312.75,0,0,0,0,0,0,1
505,Enhydris_enhydris,SQUAMATA,COLUBRIDAE (Homalopsinae),Enhydris,LC,Viviparous,647,Carnivorous,Aquatic,15,Continent/Island,2201230,13.65,-3,1918.09,77.93,25.87,2133.86,305.82,0,30.86,379.94,0,1,1,0,0,0,0
506,Enhydris_indica,SQUAMATA,COLUBRIDAE (Homalopsinae),Enhydris,DD,Viviparous,298.4,Carnivorous,Aquatic,3,Island,14922.8,4.4,3,2598.14,29.5,26.31,376,204.04,0.99,32.44,228.44,0,0,1,0,0,0,0
507,Enhydris_longicauda,SQUAMATA,COLUBRIDAE (Homalopsinae),Enhydris,VU,Viviparous,509.8,Carnivorous,Aquatic,2,Continent,17431.7,12.85,-2,1349.4,73.97,27.53,1525.26,298.01,11.37,30.25,184.67,0,0,1,0,0,0,0
508,Enhydris_punctata,SQUAMATA,COLUBRIDAE (Homalopsinae),Enhydris,DD,Viviparous,482.5,Carnivorous,Aquatic,3,Island,1314670,0.7,-2,2832.14,26.29,25.52,320.96,65.94,0,20.17,1154.65,0,0,1,0,0,0,0
509,Enulius_oligostichus,SQUAMATA,COLUBRIDAE,Enulius,DD,Oviparous,550,Carnivorous,Terrestrial,3,Continent,1158.11,21.83,4,1131.9,114.43,23.67,2667.53,1065.53,30.87,47.13,131.26,0,0,0,0,1,0,0
510,Enyalius_bibronii,SQUAMATA,POLYCHROTIDAE,Enyalius,LC,Oviparous,104,Invertebrates,Arboreal,1,Continent,983334,-11.24,-5,863.87,73.06,23.75,1339.52,47.06,0.42,29.21,154.31,0,0,0,0,1,0,0
511,Enyalius_pictus,SQUAMATA,POLYCHROTIDAE,Enyalius,LC,Oviparous,110,Invertebrates,Arboreal,1,Continent,120469,-16.56,3,1042.63,47.74,23.14,1513.4,24.66,2.13,29.48,170.41,0,0,0,0,1,0,0
512,Epicrates_inornatus,SQUAMATA,PYTHONIDAE,Epicrates,LC,Viviparous,1860,Carnivorous,Semi-arboreal,8,Continent/Island,8774.27,18.22,1,1821.96,38.23,24.23,1215.05,457.34,67.14,63.21,41.94,0,0,0,0,1,0,0
513,Epicrates_monensis,SQUAMATA,PYTHONIDAE,Epicrates,EN,Oviparous,832.2,Carnivorous,Semi-arboreal,1,Island,246.95,18.29,3,1508.09,31.09,25.66,1211.09,352.39,63.29,73.05,122.63,0,0,0,0,1,0,0
514,Epictia_collaris,SQUAMATA,LEPTOTYPHLOPIDAE,Epictia,LC,Oviparous,95,Invertebrates,Fossorial,1,Continent,19006.1,4.98,4,2370.54,39.94,26.45,664.02,4.19,0.15,10.82,931.38,0,0,0,0,1,0,0
515,Epictia_melanurus,SQUAMATA,LEPTOTYPHLOPIDAE,Epictia,DD,Oviparous,129,Invertebrates,Fossorial,1,Continent,48.12,-7.83,92,15,66.67,20.17,1990.67,30.2,20.45,44,46.57,0,0,0,0,1,0,0
516,Epictia_rufidorsa,SQUAMATA,LEPTOTYPHLOPIDAE,Epictia,LC,Oviparous,253,Invertebrates,Fossorial,1,Continent,2276.75,-7.71,1,17.27,99.64,20.59,2044.82,1400.2,0.18,40.57,85.27,0,0,0,0,1,0,0
517,Epictia_subcrotilla,SQUAMATA,LEPTOTYPHLOPIDAE,Epictia,DD,Oviparous,171,Invertebrates,Fossorial,1,Continent,3884.77,-2.24,8,387.95,130.55,24.13,1311.97,79.46,4.69,30.22,138.37,0,0,0,0,1,0,0
518,Epictia_tricolor,SQUAMATA,LEPTOTYPHLOPIDAE,Epictia,LC,Oviparous,243.2,Invertebrates,Fossorial,1,Continent,76034.6,-8.87,467,680.83,79.21,10.57,893.71,34.06,1.31,26.07,422.99,0,0,0,0,1,0,0
519,Eremias_acutirostris,SQUAMATA,LACERTIDAE,Eremias,LC,Oviparous,70,Invertebrates,Terrestrial,1,Continent,119987,30.48,452,98.29,106.03,21.04,8749.34,14.85,0.14,16.2,496.5,0,0,0,0,0,0,1
520,Eremias_nigrolateralis,SQUAMATA,LACERTIDAE,Eremias,LC,Oviparous,84,Invertebrates,Terrestrial,2,Continent,8.38,30.87,NA,NA,NA,NA,NA,NA,NA,28,105,0,0,0,0,0,0,1
521,Eremiascincus_brongersmai,SQUAMATA,SCINCIDAE,Eremiascincus,LC,Oviparous,98,Invertebrates,Terrestrial,3,Continent,23425.9,-14.98,7,1288.02,114.77,26.87,2316.6,0.09,0.09,4.88,1506.43,0,1,0,0,0,0,0
522,Eremiascincus_timorensis,SQUAMATA,SCINCIDAE,Eremiascincus,DD,Viviparous,93,Invertebrates,Terrestrial,1,Island,15093.6,-8.85,3,1700.28,68.06,24.27,974.19,50.98,12.68,23.95,752.85,0,1,0,0,0,0,0
523,Erythrolamprus_bizonus,SQUAMATA,COLUBRIDAE,Erythrolamprus,LC,Oviparous,835,Carnivorous,NA,1,Continent,324380,6.04,2,2169.17,42.02,19.08,379.43,112.5,2.07,30.66,413.12,0,0,0,0,1,0,0
524,Eublepharis_hardwickii,SQUAMATA,GEKKONIDAE,Eublepharis,LC,Oviparous,112,Invertebrates,Arboreal,2,Continent,669808,20.27,-1,1253.15,113.87,26.26,3995.83,309.09,10.34,35.36,162.33,0,0,1,0,0,0,0
525,Eulamprus_heatwolei,SQUAMATA,SCINCIDAE,Eulamprus,LC,Viviparous,100,Invertebrates,Terrestrial,4,Continent,156567,-33.02,19,770.74,23.35,14.86,5364.82,3.89,0.28,19.53,228.17,0,1,0,0,0,0,0
526,Eulamprus_luteilateralis,SQUAMATA,SCINCIDAE,Eulamprus,LC,Viviparous,112,Invertebrates,Terrestrial,1,Continent,2073.94,-21.02,295,1051.17,74.25,20.23,3658.49,1.7,0.29,9.07,529.97,0,1,0,0,0,0,0
527,Eulamprus_sokosoma,SQUAMATA,SCINCIDAE,Eulamprus,LC,Viviparous,79,Invertebrates,Terrestrial,2,Continent,282133,-23.14,2,717.95,62.2,21.47,4445.45,1.88,0.04,9.07,375.46,0,1,0,0,0,0,0
528,Eulamprus_tryoni,SQUAMATA,SCINCIDAE,Eulamprus,LC,Viviparous,104,Invertebrates,Terrestrial,1,Continent,25367.6,-28.8,133,876.96,36.54,16.01,4650.02,2.46,0.56,13.67,239.92,0,1,0,0,0,0,0
529,Eunectes_beniensis,SQUAMATA,PYTHONIDAE,Eunectes,LC,Viviparous,3260,Carnivorous,Semi-arboreal,3,Continent,221615,-13,115,1648.01,61.97,25.91,1052.66,1.8,0.06,11.25,623.94,0,0,0,0,1,0,0
530,Eunectes_deschauenseei,SQUAMATA,PYTHONIDAE,Eunectes,DD,Oviparous,2080.6,Carnivorous,Semi-arboreal,1,Continent,131405,0.3,-1,2503.39,56.19,26.61,522.08,6.69,0.05,14.63,894.21,0,0,0,0,1,0,0
531,Eurolophosaurus_amathites,SQUAMATA,TROPIDURIDAE,Eurolophosaurus,DD,Oviparous,68,Invertebrates,Terrestrial,1,Continent,1382.58,-11.17,399,716.36,87.88,24.19,971.48,3.39,0.87,14.27,489.53,0,0,0,0,1,0,0
532,Eurolophosaurus_nanuzae,SQUAMATA,TROPIDURIDAE,Eurolophosaurus,NT,Oviparous,60,Invertebrates,Saxicolous,1,Continent,8691.3,-18.42,714,1414.45,85.36,19.34,1763.34,11.31,1.28,21.32,265.89,0,0,0,0,1,0,0
533,Eurydactylodes_symmetricus,SQUAMATA,GEKKONIDAE,Eurydactylodes,EN,Oviparous,53,Invertebrates,Arboreal,2,Island,1944.05,-21.76,42,1831.16,38.63,20.58,2394.73,7.28,7.28,24.69,418.48,0,1,0,0,0,0,0
534,Euspondylus_guentheri,SQUAMATA,GYMNOPHTHALMIDAE,Euspondylus,LC,Oviparous,94,Invertebrates,Terrestrial,1,Island,291223,-4.73,89,2397.17,21.01,26.12,454.35,4.11,0.14,7.15,1901.22,0,0,0,0,1,0,0
535,Eutropis_bibronii,SQUAMATA,SCINCIDAE,Eutropis,DD,Viviparous,50,Invertebrates,Terrestrial,4,Continent/Island,35353.9,13.94,-1,1746.67,87.74,27.47,2160.38,696.26,56.03,41.41,106.04,0,0,1,0,0,0,0
536,Eutropis_carinata,SQUAMATA,SCINCIDAE,Eutropis,LC,Oviparous,160,Invertebrates,Terrestrial,8,Continent/Island,3484890,22.91,-2,1177.99,112.48,23.63,4461.95,366.53,0.13,34.44,273.86,0,0,1,0,0,0,0
537,Eutropis_novemcarinata,SQUAMATA,SCINCIDAE,Eutropis,LC,Viviparous,98,Invertebrates,Terrestrial,1,Continent/Island,2558350,6.69,-48,2407.02,50.21,25.05,1129.85,130.9,0,23.57,758.76,0,1,1,0,0,0,0
538,Farancia_abacura,SQUAMATA,COLUBRIDAE,Farancia,LC,Oviparous,1700.7,Carnivorous,Aquatic,10,Continent,967742,32.23,-14,1321.26,23.56,18.1,6781.83,53.06,0,34.98,131.16,0,0,0,1,1,0,0
539,Ficimia_ruspator,SQUAMATA,COLUBRIDAE,Ficimia,DD,Oviparous,122,Carnivorous,Terrestrial,1,Continent,146.49,17.53,1312,959.71,103.29,21.89,1323.86,114.56,93.13,56.05,17.71,0,0,0,0,1,0,0
540,Ficimia_streckeri,SQUAMATA,COLUBRIDAE,Ficimia,LC,Oviparous,394.4,Invertebrates,Semi-fossorial,12,Continent,171147,24.75,0,815.85,62.99,22.84,4783.89,37.04,0.12,27.33,167.41,0,0,0,1,1,0,0
541,Furcifer_campani,SQUAMATA,CHAMAELEONIDAE,Furcifer,VU,Oviparous,68.5,Invertebrates,Arboreal,2,Island,44020.3,-20.5,307,1424.86,88.44,17.58,2477.09,90.6,2.95,25.39,185.2,1,0,0,0,0,0,0
542,Furcifer_cephalolepis,SQUAMATA,CHAMAELEONIDAE,Furcifer,LC,Oviparous,77,Invertebrates,Arboreal,10,Island,1031.55,-11.66,14,2228.54,49.32,22.18,1304.8,411.05,411.05,34.24,910.61,1,0,0,0,0,0,0
543,Furcifer_tuzetae,SQUAMATA,CHAMAELEONIDAE,Furcifer,DD,Oviparous,173,Invertebrates,Arboreal,1,Island,1117.6,-21.94,54,769.32,111.21,24.77,2587.18,9.35,1.96,25.11,287.67,1,0,0,0,0,0,0
544,Furina_dunmalli,SQUAMATA,ELAPIDAE,Furina,VU,Oviparous,700,Carnivorous,Terrestrial,2,Continent,425046,-25.66,2,670.05,46.55,20.25,4963.64,2.18,0.05,9.58,367.97,0,1,0,0,0,0,0
545,Gambelia_copeii,SQUAMATA,CORYTOPHANIDAE,Gambelia,LC,Oviparous,127,Carnivorous,NA,5,Continent,86644.7,27.99,-4,159.46,76.43,19.56,4108.99,13.61,0,17.69,538.76,0,0,0,1,1,0,0
546,Geckoella_triedrus,SQUAMATA,GEKKONIDAE,Geckoella,NT,Oviparous,62,Invertebrates,Arboreal,3,Island,20093.2,7.04,13,2142.37,51.56,24.91,879.02,278.72,33.34,34.19,219.86,0,0,1,0,0,0,0
547,Geckolepis_maculata,SQUAMATA,GEKKONIDAE,Geckolepis,LC,Oviparous,70,Invertebrates,Arboreal,4,Island,129865,-16.52,1,1645.3,97.13,25.16,1706.99,27.23,2.06,24.22,354.63,1,0,0,0,0,0,0
